ID,lifestage,sex,unit_of_measure,country,recorded_year,recorded_value
1475,Adult,M,Number,Belgium,2019,10315.00
1476,Adult,M,Number,Norway,2023,3189.00
1477,Adult,M,Number,Liechtenstein,2009,149.00
1478,Adult,M,Number,Poland,2008,76764.00
1479,Adult,M,Number,Poland,2009,77745.00
1480,Adult,M,Number,Belgium,2020,9867.00
1481,Adult,M,Number,Poland,2010,75007.00
1482,Adult,M,Number,Poland,2011,76011.00
1483,Adult,M,Number,Belgium,2021,10262.00
1484,Adult,M,Number,Liechtenstein,2010,70.00
1485,Adult,M,Number,Poland,2012,78668.00
1486,Adult,M,Number,Poland,2013,74005.00
1487,Adult,M,Number,Poland,2014,72858.00
1488,Adult,M,Number,Belgium,2022,10547.00
1489,Adult,M,Number,Poland,2015,66962.00
1490,Adult,M,Number,Belgium,2023,11473.00
1491,Adult,M,Number,Poland,2016,67506.00
1492,Adult,M,Number,Bulgaria,2008,9043.00
1493,Adult,M,Number,Poland,2017,69528.00
1494,Adult,M,Number,Bulgaria,2009,8708.00
1495,Adult,M,Number,Poland,2018,68074.00
1496,Adult,M,Number,Bulgaria,2010,9015.00
1497,Adult,M,Number,Poland,2019,69731.00
1498,Adult,M,Number,Bulgaria,2011,9507.00
1499,Adult,M,Number,Poland,2020,63907.00
1500,Adult,M,Number,Greece,2008,11040.00
1501,Adult,M,Number,Poland,2021,67513.00
1502,Adult,M,Number,Poland,2022,66899.00
1503,Adult,M,Number,Greece,2009,10300.00
1504,Adult,M,Number,Greece,2010,11204.00
1505,Adult,M,Number,Greece,2011,11330.00
1506,Adult,M,Number,Liechtenstein,2011,68.00
1507,Adult,M,Number,Greece,2012,11318.00
1508,Adult,M,Number,Greece,2013,11593.00
1509,Adult,M,Number,Liechtenstein,2012,57.00
1510,Adult,M,Number,Greece,2014,11206.00
1511,Adult,M,Number,Liechtenstein,2013,65.00
1512,Adult,M,Number,Greece,2015,9116.00
1513,Adult,M,Number,Bulgaria,2012,9111.00
1514,Adult,M,Number,Greece,2016,9023.00
1515,Adult,M,Number,Greece,2017,9455.00
1516,Adult,M,Number,Bulgaria,2013,8493.00
1517,Adult,M,Number,Greece,2018,10087.00
1518,Adult,M,Number,Bulgaria,2014,7549.00
1519,Adult,M,Number,Bulgaria,2015,7117.00
1520,Adult,M,Number,Greece,2019,10374.00
1521,Adult,M,Number,Greece,2020,10822.00
1522,Adult,M,Number,Liechtenstein,2014,49.00
1523,Adult,M,Number,Greece,2021,10464.00
1524,Adult,M,Number,Liechtenstein,2015,50.00
1525,Adult,M,Number,Greece,2022,9960.00
1526,Adult,M,Number,Liechtenstein,2016,68.00
1527,Adult,M,Number,Greece,2023,9716.00
1528,Adult,M,Number,Liechtenstein,2017,69.00
1529,Adult,M,Number,Liechtenstein,2018,61.00
1530,Adult,M,Number,Liechtenstein,2019,41.00
1531,Adult,M,Number,Spain,2008,67608.00
1532,Adult,M,Number,Spain,2009,70003.00
1533,Adult,M,Number,Spain,2010,65951.00
1534,Adult,M,Number,Spain,2011,63108.00
1535,Adult,M,Number,Spain,2012,60827.00
1536,Adult,M,Number,Slovenia,2022,1294.00
1537,Adult,M,Number,Spain,2013,59513.00
1538,Adult,M,Number,Liechtenstein,2020,50.00
1539,Adult,M,Number,Liechtenstein,2021,45.00
1540,Adult,M,Number,Poland,2023,69163.00
1541,Adult,M,Number,Portugal,2009,10486.00
1542,Adult,M,Number,Slovenia,2023,1345.00
1543,Adult,M,Number,Portugal,2010,10986.00
1544,Adult,M,Number,Liechtenstein,2022,56.00
1545,Adult,M,Number,Slovakia,2009,8671.00
1546,Adult,M,Number,Portugal,2011,11970.00
1547,Adult,M,Number,Liechtenstein,2023,46.00
1548,Adult,M,Number,Slovakia,2010,9340.00
1549,Adult,M,Number,Portugal,2012,12856.00
1550,Adult,M,Number,Lithuania,2008,7445.00
1551,Adult,M,Number,Slovakia,2011,9775.00
1552,Adult,M,Number,Portugal,2013,13143.00
1553,Adult,M,Number,Lithuania,2009,8100.00
1554,Adult,M,Number,Portugal,2014,12925.00
1555,Adult,M,Number,Portugal,2015,13152.00
1556,Adult,M,Number,Lithuania,2010,8567.00
1557,Adult,M,Number,Lithuania,2011,9373.00
1558,Adult,M,Number,Lithuania,2012,9182.00
1559,Adult,M,Number,Portugal,2016,12724.00
1560,Adult,M,Number,Lithuania,2013,8744.00
1561,Adult,M,Number,Lithuania,2014,8175.00
1562,Adult,M,Number,Slovakia,2012,10067.00
1563,Adult,M,Number,Portugal,2017,12402.00
1564,Adult,M,Number,Portugal,2018,11869.00
1565,Adult,M,Number,Portugal,2019,11798.00
1566,Adult,M,Number,Lithuania,2015,6975.00
1567,Adult,M,Number,Slovakia,2013,9071.00
1568,Adult,M,Number,Spain,2014,58099.00
1569,Adult,M,Number,Portugal,2020,10469.00
1570,Adult,M,Number,Lithuania,2016,6436.00
1571,Adult,M,Number,Slovakia,2014,9316.00
1572,Adult,M,Number,Spain,2015,55103.00
1573,Adult,M,Number,Portugal,2021,10634.00
1574,Adult,M,Number,Lithuania,2017,6218.00
1575,Adult,M,Number,Slovakia,2015,9196.00
1576,Adult,M,Number,Portugal,2022,11341.00
1577,Adult,M,Number,Lithuania,2018,6132.00
1578,Adult,M,Number,Slovakia,2016,9246.00
1579,Adult,M,Number,Portugal,2023,11107.00
1580,Adult,M,Number,Lithuania,2019,5811.00
1581,Adult,M,Number,Spain,2016,53362.00
1582,Adult,M,Number,Slovakia,2017,9240.00
1583,Adult,M,Number,Lithuania,2020,5046.00
1584,Adult,M,Number,Slovakia,2018,9439.00
1585,Adult,M,Number,Spain,2017,53852.00
1586,Adult,M,Number,Spain,2018,53787.00
1587,Adult,M,Number,Slovakia,2019,9697.00
1588,Adult,M,Number,Romania,2008,24570.00
1589,Adult,M,Number,Slovakia,2020,9657.00
1590,Adult,M,Number,Spain,2019,53365.00
1591,Adult,M,Number,Lithuania,2021,4853.00
1592,Adult,M,Number,Romania,2009,25052.00
1593,Adult,M,Number,Slovakia,2021,9302.00
1594,Adult,M,Number,Lithuania,2022,4749.00
1595,Adult,M,Number,Spain,2020,50667.00
1596,Adult,M,Number,Romania,2010,26538.00
1597,Adult,M,Number,Slovakia,2022,9169.00
1598,Adult,M,Number,Lithuania,2023,4335.00
1599,Adult,M,Number,Spain,2021,50318.00
1600,Adult,M,Number,Romania,2011,28889.00
1601,Adult,M,Number,Slovakia,2023,8938.00
1602,Adult,M,Number,Luxembourg,2008,725.00
1603,Adult,M,Number,Spain,2022,50898.00
1604,Adult,M,Number,Türkiye,2009,109648.00
1605,Adult,M,Number,Spain,2023,51881.00
1606,Adult,M,Number,Türkiye,2010,114551.00
1607,Adult,M,Number,Türkiye,2011,121731.00
1608,Adult,M,Number,Luxembourg,2009,659.00
1609,Adult,M,Number,Romania,2012,29968.00
1610,Adult,M,Number,Türkiye,2012,129181.00
1611,Adult,M,Number,Luxembourg,2010,651.00
1612,Adult,M,Number,Finland,2008,3219.00
1613,Adult,M,Number,Türkiye,2013,138420.00
1614,Adult,M,Number,Luxembourg,2011,594.00
1615,Adult,M,Number,Türkiye,2014,151656.00
1616,Adult,M,Number,Luxembourg,2012,634.00
1617,Adult,M,Number,Finland,2009,3249.00
1618,Adult,M,Number,Türkiye,2015,169501.00
1619,Adult,M,Number,Finland,2010,3046.00
1620,Adult,M,Number,Türkiye,2016,190031.00
1621,Adult,M,Number,Luxembourg,2013,621.00
1622,Adult,M,Number,Luxembourg,2014,597.00
1623,Adult,M,Number,Romania,2013,31383.00
1624,Adult,M,Number,Finland,2011,2969.00
1625,Adult,M,Number,Türkiye,2017,220607.00
1626,Adult,M,Number,Luxembourg,2015,649.00
1627,Adult,M,Number,Finland,2012,3000.00
1628,Adult,M,Number,Türkiye,2018,251532.00
1629,Adult,M,Number,Luxembourg,2016,681.00
1630,Adult,M,Number,Finland,2013,2960.00
1631,Adult,M,Number,Romania,2014,28323.00
1632,Adult,M,Number,Türkiye,2019,277623.00
1633,Adult,M,Number,Luxembourg,2017,645.00
1634,Adult,M,Number,Finland,2014,2810.00
1635,Adult,M,Number,Türkiye,2020,255695.00
1636,Adult,M,Number,Luxembourg,2018,623.00
1637,Adult,M,Number,Türkiye,2021,284410.00
1638,Adult,M,Number,Romania,2015,26591.00
1639,Adult,M,Number,Luxembourg,2019,562.00
1640,Adult,M,Number,Türkiye,2022,324810.00
1641,Adult,M,Number,Finland,2015,2818.00
1642,Adult,M,Number,Romania,2016,25657.00
1643,Adult,M,Number,Türkiye,2023,277249.00
1644,Adult,M,Number,Romania,2017,21955.00
1645,Adult,M,Number,Finland,2016,2848.00
1646,Adult,M,Number,"England and Wales",2008,74810.00
1647,Adult,M,Number,Romania,2018,19574.00
1648,Adult,M,Number,Finland,2017,2756.00
1649,Adult,M,Number,"England and Wales",2009,75533.00
1650,Adult,M,Number,Romania,2019,19354.00
1651,Adult,M,Number,"England and Wales",2010,78151.00
1652,Adult,M,Number,Finland,2018,2642.00
1653,Adult,M,Number,Romania,2020,20493.00
1654,Adult,M,Number,"England and Wales",2011,78702.00
1655,Adult,M,Number,Finland,2019,2656.00
1656,Adult,M,Number,Romania,2021,21752.00
1657,Adult,M,Number,"England and Wales",2012,79520.00
1658,Adult,M,Number,Romania,2022,21801.00
1659,Adult,M,Number,"England and Wales",2013,77212.00
1660,Adult,M,Number,"England and Wales",2014,79037.00
1661,Adult,M,Number,Finland,2020,2450.00
1662,Adult,M,Number,"England and Wales",2015,79883.00
1663,Adult,M,Number,Finland,2021,2523.00
1664,Adult,M,Number,"England and Wales",2016,79137.00
1665,Adult,M,Number,Finland,2022,2648.00
1666,Adult,M,Number,"England and Wales",2017,79810.00
1667,Adult,M,Number,Romania,2023,22393.00
1668,Adult,M,Number,"England and Wales",2018,77480.00
1669,Adult,M,Number,Serbia,2008,9128.00
1670,Adult,M,Number,"Scotland (NUTS 2021)",2008,6438.00
1671,Adult,M,Number,Serbia,2009,10297.00
1672,Adult,M,Number,"Scotland (NUTS 2021)",2009,6561.00
1673,Adult,M,Number,Serbia,2010,10535.00
1674,Adult,M,Number,"Scotland (NUTS 2021)",2010,6602.00
1675,Adult,M,Number,Serbia,2011,10371.00
1676,Adult,M,Number,"Scotland (NUTS 2021)",2011,6974.00
1677,Adult,M,Number,Serbia,2012,9754.00
1678,Adult,M,Number,"Scotland (NUTS 2021)",2012,6941.00
1679,Adult,M,Number,Luxembourg,2020,528.00
1680,Adult,M,Number,Serbia,2013,9389.00
1681,Adult,M,Number,"Scotland (NUTS 2021)",2013,6921.00
1682,Adult,M,Number,Serbia,2014,9676.00
1683,Adult,M,Number,"Scotland (NUTS 2021)",2014,6800.00
1684,Adult,M,Number,Luxembourg,2021,572.00
1685,Adult,M,Number,Luxembourg,2022,659.00
1686,Adult,M,Number,Serbia,2015,9479.00
1687,Adult,M,Number,Luxembourg,2023,572.00
1688,Adult,M,Number,Serbia,2016,10028.00
1689,Adult,M,Number,Latvia,2008,5969.00
1690,Adult,M,Number,Serbia,2017,10189.00
1691,Adult,M,Number,Latvia,2009,6504.00
1692,Adult,M,Number,"Scotland (NUTS 2021)",2015,6889.00
1693,Adult,M,Number,Latvia,2010,6271.00
1694,Adult,M,Number,"Northern Ireland (UK) (NUTS 2021)",2008,1460.00
1695,Adult,M,Number,Latvia,2011,6077.00
1696,Adult,M,Number,Serbia,2018,10215.00
1697,Adult,M,Number,Serbia,2019,10389.00
1698,Adult,M,Number,Latvia,2012,5646.00
1699,Adult,M,Number,Serbia,2020,9878.00
1700,Adult,M,Number,Latvia,2013,4743.00
1701,Adult,M,Number,Serbia,2021,9876.00
1702,Adult,M,Number,Serbia,2022,10144.00
1703,Adult,M,Number,Latvia,2014,4364.00
1704,Adult,M,Number,Finland,2023,2722.00
1705,Adult,M,Number,Latvia,2015,4012.00
1706,Adult,M,Number,France,2009,58288.00
1707,Adult,M,Number,France,2010,57929.00
1708,Adult,M,Number,Latvia,2016,3851.00
1709,Adult,M,Number,France,2011,61908.00
1710,Adult,M,Number,Latvia,2017,3434.00
1711,Adult,M,Number,France,2012,63668.00
1712,Adult,M,Number,Latvia,2018,3213.00
1713,Adult,M,Number,France,2013,64213.00
1714,Adult,M,Number,Latvia,2019,3084.00
1715,Adult,M,Number,France,2014,63493.00
1716,Adult,M,Number,France,2015,63851.00
1717,Adult,M,Number,Latvia,2020,2824.00
1718,Adult,M,Number,Latvia,2021,2889.00
1719,Adult,M,Number,Serbia,2023,11141.00
1720,Adult,M,Number,Latvia,2022,2958.00
1721,Adult,M,Number,France,2016,65442.00
1722,Adult,M,Number,Latvia,2023,2993.00
1723,Adult,M,Number,Sweden,2010,6437.00
1724,Adult,M,Number,France,2017,65839.00
1725,Adult,M,Number,Montenegro,2009,1451.00
1726,Adult,M,Number,Sweden,2011,6272.00
1727,Adult,M,Number,Montenegro,2010,1391.00
1728,Adult,M,Number,France,2018,66779.00
1729,Adult,M,Number,Sweden,2012,5922.00
1730,Adult,M,Number,France,2019,67422.00
1731,Adult,M,Number,Sweden,2013,5383.00
1732,Adult,M,Number,France,2020,59753.00
1733,Adult,M,Number,Montenegro,2011,1282.00
1734,Adult,M,Number,Sweden,2014,5463.00
1735,Adult,M,Number,France,2021,66634.00
1736,Adult,M,Number,Montenegro,2012,1269.00
1737,Adult,M,Number,Sweden,2015,5346.00
1738,Adult,M,Number,Montenegro,2013,1043.00
1739,Adult,M,"Per hundred thousand inhabitants",Switzerland,2010,175.21
1740,Adult,M,Number,Montenegro,2014,1087.00
1741,Adult,M,"Per hundred thousand inhabitants",Switzerland,2011,169.20
1742,Adult,M,Number,Montenegro,2015,1091.00
1743,Adult,M,Number,Sweden,2016,5299.00
1744,Adult,M,"Per hundred thousand inhabitants",Switzerland,2012,180.93
1745,Adult,M,Number,Montenegro,2016,1083.00
1746,Adult,M,Number,Sweden,2017,5341.00
1747,Adult,M,"Per hundred thousand inhabitants",Switzerland,2013,194.99
1748,Adult,M,Number,Sweden,2018,5747.00
1749,Adult,M,"Per hundred thousand inhabitants",Switzerland,2014,189.20
1750,Adult,M,"Per hundred thousand inhabitants",Switzerland,2015,184.87
1751,Adult,M,"Per hundred thousand inhabitants",Finland,2015,131.54
1752,Adult,M,"Per hundred thousand inhabitants",Switzerland,2016,182.41
1753,Adult,M,"Per hundred thousand inhabitants",Finland,2016,132.29
1754,Adult,M,"Per hundred thousand inhabitants",Switzerland,2017,181.16
1755,Adult,M,"Per hundred thousand inhabitants",Finland,2017,127.37
1756,Adult,M,"Per hundred thousand inhabitants",Switzerland,2018,180.76
1757,Adult,M,"Per hundred thousand inhabitants",Finland,2018,123.61
1758,Adult,M,"Per hundred thousand inhabitants",Switzerland,2019,178.70
1759,Adult,M,"Per hundred thousand inhabitants",Switzerland,2020,166.37
1760,Adult,M,Number,Sweden,2019,6288.00
1761,Adult,M,"Per hundred thousand inhabitants",Switzerland,2021,162.59
1762,Adult,M,"Per hundred thousand inhabitants",Finland,2019,121.72
1763,Adult,M,"Per hundred thousand inhabitants",Switzerland,2022,165.16
1764,Adult,M,"Per hundred thousand inhabitants",Finland,2020,111.78
1765,Adult,M,Number,Sweden,2020,6836.00
1766,Adult,M,"Per hundred thousand inhabitants",Switzerland,2023,173.43
1767,Adult,M,"Per hundred thousand inhabitants",Finland,2021,114.61
1768,Adult,M,"Per hundred thousand inhabitants",Cyprus,2008,201.43
1769,Adult,M,"Per hundred thousand inhabitants",Finland,2022,119.63
1770,Adult,M,Number,Sweden,2021,7292.00
1771,Adult,M,"Per hundred thousand inhabitants",Finland,2023,122.12
1772,Adult,M,"Per hundred thousand inhabitants",Cyprus,2009,173.94
1773,Adult,M,Number,Sweden,2022,7840.00
1774,Adult,M,"Per hundred thousand inhabitants",France,2009,244.72
1775,Adult,M,"Per hundred thousand inhabitants",Cyprus,2010,187.31
1776,Adult,M,Number,Sweden,2023,9003.00
1777,Adult,M,"Per hundred thousand inhabitants",France,2010,241.88
1778,Adult,M,"Per hundred thousand inhabitants",Cyprus,2011,181.68
1779,Adult,M,"Per hundred thousand inhabitants",France,2011,257.04
1780,Adult,M,"Per hundred thousand inhabitants",Cyprus,2012,185.65
1781,Adult,M,"Per hundred thousand inhabitants",France,2012,263.18
1782,Adult,M,"Per hundred thousand inhabitants",Cyprus,2013,148.26
1783,Adult,M,"Per hundred thousand inhabitants",France,2013,264.12
1784,Adult,M,"Per hundred thousand inhabitants",Cyprus,2014,145.22
1785,Adult,M,"Per hundred thousand inhabitants",France,2014,259.70
1786,Adult,M,"Per hundred thousand inhabitants",Cyprus,2015,153.41
1787,Adult,M,Number,Slovenia,2008,1200.00
1788,Adult,M,"Per hundred thousand inhabitants",Cyprus,2016,168.52
1789,Adult,M,"Per hundred thousand inhabitants",France,2015,259.17
1790,Adult,M,Number,Slovenia,2009,1297.00
1791,Adult,M,"Per hundred thousand inhabitants",Cyprus,2017,165.47
1792,Adult,M,"Per hundred thousand inhabitants",France,2016,264.36
1793,Adult,M,"Per hundred thousand inhabitants",Cyprus,2018,169.05
1794,Adult,M,"Per hundred thousand inhabitants",France,2017,265.65
1795,Adult,M,"Per hundred thousand inhabitants",France,2018,268.69
1796,Adult,M,"Per hundred thousand inhabitants",Cyprus,2019,205.24
1797,Adult,M,"Per hundred thousand inhabitants",France,2019,269.69
1798,Adult,M,"Per hundred thousand inhabitants",Cyprus,2020,160.26
1799,Adult,M,"Per hundred thousand inhabitants",France,2020,238.03
1800,Adult,M,"Per hundred thousand inhabitants",Cyprus,2021,206.96
1801,Adult,M,"Per hundred thousand inhabitants",France,2021,263.23
1802,Adult,M,"Per hundred thousand inhabitants",Cyprus,2022,256.81
1803,Adult,M,"Per hundred thousand inhabitants",France,2022,272.36
1804,Adult,M,"Per hundred thousand inhabitants",Cyprus,2023,242.14
1805,Adult,M,"Per hundred thousand inhabitants",France,2023,282.27
1806,Adult,M,"Per hundred thousand inhabitants",Czechia,2010,487.18
1807,Adult,M,"Per hundred thousand inhabitants",Croatia,2010,294.70
1808,Adult,M,"Per hundred thousand inhabitants",Czechia,2011,511.64
1809,Adult,M,"Per hundred thousand inhabitants",Croatia,2011,288.48
1810,Adult,M,"Per hundred thousand inhabitants",Croatia,2012,270.02
1811,Adult,M,"Per hundred thousand inhabitants",Czechia,2012,498.01
1812,Adult,M,"Per hundred thousand inhabitants",Croatia,2013,246.90
1813,Adult,M,"Per hundred thousand inhabitants",Czechia,2013,369.09
1814,Adult,M,"Per hundred thousand inhabitants",Croatia,2014,216.52
1815,Adult,M,"Per hundred thousand inhabitants",Czechia,2014,412.68
1816,Adult,M,"Per hundred thousand inhabitants",Croatia,2015,190.03
1817,Adult,M,"Per hundred thousand inhabitants",Czechia,2015,458.66
1818,Adult,M,"Per hundred thousand inhabitants",Croatia,2016,179.80
1819,Adult,M,"Per hundred thousand inhabitants",Czechia,2016,492.70
1820,Adult,M,"Per hundred thousand inhabitants",Croatia,2017,183.88
1821,Adult,M,"Per hundred thousand inhabitants",Czechia,2017,483.39
1822,Adult,M,"Per hundred thousand inhabitants",Czechia,2018,471.01
1823,Adult,M,"Per hundred thousand inhabitants",Croatia,2018,186.51
1824,Adult,M,"Per hundred thousand inhabitants",Czechia,2019,454.84
1825,Adult,M,"Per hundred thousand inhabitants",Croatia,2019,208.29
1826,Adult,M,"Per hundred thousand inhabitants",Czechia,2020,415.29
1827,Adult,M,"Per hundred thousand inhabitants",Croatia,2020,204.51
1828,Adult,M,"Per hundred thousand inhabitants",Czechia,2021,404.82
1829,Adult,M,"Per hundred thousand inhabitants",Croatia,2021,227.99
1830,Adult,M,"Per hundred thousand inhabitants",Czechia,2022,418.23
1831,Adult,M,"Per hundred thousand inhabitants",Croatia,2022,252.37
1832,Adult,M,"Per hundred thousand inhabitants",Czechia,2023,419.64
1833,Adult,M,"Per hundred thousand inhabitants",Croatia,2023,274.84
1834,Adult,M,"Per hundred thousand inhabitants",Germany,2008,211.33
1835,Adult,M,"Per hundred thousand inhabitants",Hungary,2008,353.01
1836,Adult,M,"Per hundred thousand inhabitants",Germany,2009,206.35
1837,Adult,M,"Per hundred thousand inhabitants",Hungary,2009,365.41
1838,Adult,M,"Per hundred thousand inhabitants",Germany,2010,201.83
1839,Adult,M,"Per hundred thousand inhabitants",Hungary,2010,386.31
1840,Adult,M,"Per hundred thousand inhabitants",Germany,2011,203.00
1841,Adult,M,"Per hundred thousand inhabitants",Hungary,2011,404.76
1842,Adult,M,"Per hundred thousand inhabitants",Germany,2012,198.81
1843,Adult,M,"Per hundred thousand inhabitants",Hungary,2012,405.35
1844,Adult,M,"Per hundred thousand inhabitants",Hungary,2013,420.30
1845,Adult,M,"Per hundred thousand inhabitants",Germany,2013,191.11
1846,Adult,M,Number,Slovenia,2010,1291.00
1847,Adult,M,"Per hundred thousand inhabitants",Hungary,2014,423.18
1848,Adult,M,"Per hundred thousand inhabitants",Germany,2014,181.41
1849,Adult,M,"Per hundred thousand inhabitants",Hungary,2015,416.15
1850,Adult,M,"Per hundred thousand inhabitants",Germany,2015,179.46
1851,Adult,M,Number,Slovenia,2011,1207.00
1852,Adult,M,"Per hundred thousand inhabitants",Hungary,2016,422.08
1853,Adult,M,"Per hundred thousand inhabitants",Denmark,2009,167.11
1854,Adult,M,Number,Slovenia,2012,1306.00
1855,Adult,M,"Per hundred thousand inhabitants",Hungary,2017,417.37
1856,Adult,M,"Per hundred thousand inhabitants",Denmark,2010,176.52
1857,Adult,M,Number,Slovenia,2013,1285.00
1858,Adult,M,"Per hundred thousand inhabitants",Hungary,2018,393.18
1859,Adult,M,"Per hundred thousand inhabitants",Denmark,2011,176.67
1860,Adult,M,Number,Slovenia,2014,1428.00
1861,Adult,M,"Per hundred thousand inhabitants",Hungary,2019,392.72
1862,Adult,M,"Per hundred thousand inhabitants",Denmark,2012,176.28
1863,Adult,M,Number,Slovenia,2015,1315.00
1864,Adult,M,"Per hundred thousand inhabitants",Hungary,2020,403.18
1865,Adult,M,"Per hundred thousand inhabitants",Denmark,2013,182.57
1866,Adult,M,"Per hundred thousand inhabitants",Hungary,2021,449.98
1867,Adult,M,"Per hundred thousand inhabitants",Denmark,2014,156.65
1868,Adult,M,"Per hundred thousand inhabitants",Hungary,2022,472.11
1869,Adult,M,"Per hundred thousand inhabitants",Denmark,2015,141.26
1870,Adult,M,"Per hundred thousand inhabitants",Hungary,2023,434.46
1871,Adult,M,"Per hundred thousand inhabitants",Denmark,2016,144.76
1872,Adult,M,"Per hundred thousand inhabitants",Ireland,2008,198.13
1873,Adult,M,"Per hundred thousand inhabitants",Denmark,2017,144.80
1874,Adult,M,"Per hundred thousand inhabitants",Ireland,2009,218.87
1875,Adult,M,"Per hundred thousand inhabitants",Denmark,2018,153.19
1876,Adult,M,Number,Slovenia,2016,1196.00
1877,Adult,M,"Per hundred thousand inhabitants",Ireland,2010,211.31
1878,Adult,M,Number,Slovenia,2018,1237.00
