ID,offence,sex,unit_of_measure,country_territory,recorded_year,recorded_value
1487,"Intentional homicide",Males,"Per hundred thousand inhabitants",Albania,2015,26.21
1488,"Intentional homicide",Males,"Per hundred thousand inhabitants",Montenegro,2014,14.98
1489,"Intentional homicide",Males,"Per hundred thousand inhabitants",Denmark,2012,6.47
1490,"Intentional homicide",Males,"Per hundred thousand inhabitants",Albania,2016,21.97
1491,"Intentional homicide",Males,"Per hundred thousand inhabitants",Montenegro,2015,12.68
1492,"Intentional homicide",Males,"Per hundred thousand inhabitants",Albania,2017,29.31
1493,"Intentional homicide",Males,"Per hundred thousand inhabitants",Montenegro,2016,14.62
1494,"Intentional homicide",Males,"Per hundred thousand inhabitants",Montenegro,2017,15.60
1495,"Intentional homicide",Males,"Per hundred thousand inhabitants",Denmark,2013,6.80
1496,"Intentional homicide",Males,"Per hundred thousand inhabitants",Montenegro,2018,7.15
1497,"Intentional homicide",Males,"Per hundred thousand inhabitants",Denmark,2014,6.45
1498,"Intentional homicide",Males,"Per hundred thousand inhabitants",Montenegro,2019,9.75
1499,"Intentional homicide",Males,"Per hundred thousand inhabitants",Albania,2018,28.36
1500,"Intentional homicide",Males,"Per hundred thousand inhabitants",Montenegro,2020,11.71
1501,"Intentional homicide",Males,"Per hundred thousand inhabitants",Albania,2019,27.42
1502,"Intentional homicide",Males,"Per hundred thousand inhabitants",Montenegro,2021,13.04
1503,"Intentional homicide",Males,"Per hundred thousand inhabitants",Montenegro,2022,10.81
1504,"Intentional homicide",Males,"Per hundred thousand inhabitants",Montenegro,2023,6.56
1505,"Intentional homicide",Males,"Per hundred thousand inhabitants",Denmark,2015,6.65
1506,"Intentional homicide",Males,"Per hundred thousand inhabitants",Malta,2013,14.77
1507,"Intentional homicide",Males,"Per hundred thousand inhabitants",Albania,2020,28.93
1508,"Intentional homicide",Males,"Per hundred thousand inhabitants",Malta,2014,15.06
1509,"Intentional homicide",Males,"Per hundred thousand inhabitants",Albania,2021,28.65
1510,"Intentional homicide",Males,"Per hundred thousand inhabitants",Malta,2015,14.44
1511,"Intentional homicide",Males,"Per hundred thousand inhabitants",Albania,2022,29.78
1512,"Intentional homicide",Males,"Per hundred thousand inhabitants",Malta,2016,17.01
1513,"Intentional homicide",Males,"Per hundred thousand inhabitants",Albania,2023,28.90
1514,"Intentional homicide",Males,"Per hundred thousand inhabitants",Malta,2017,19.86
1515,"Intentional homicide",Males,"Per hundred thousand inhabitants",Malta,2018,21.20
1516,"Intentional homicide",Males,"Per hundred thousand inhabitants",Spain,2010,13.52
1517,"Intentional homicide",Males,"Per hundred thousand inhabitants",Austria,2008,12.32
1518,"Intentional homicide",Males,"Per hundred thousand inhabitants",Austria,2009,11.91
1519,"Intentional homicide",Males,"Per hundred thousand inhabitants",Denmark,2016,6.41
1520,"Intentional homicide",Males,"Per hundred thousand inhabitants",Denmark,2017,5.80
1521,"Intentional homicide",Males,"Per hundred thousand inhabitants",Denmark,2018,6.01
1522,"Intentional homicide",Males,"Per hundred thousand inhabitants",Austria,2010,12.03
1523,"Intentional homicide",Males,"Per hundred thousand inhabitants",Austria,2011,12.31
1524,"Intentional homicide",Males,"Per hundred thousand inhabitants",Austria,2012,12.30
1525,"Intentional homicide",Males,"Per hundred thousand inhabitants",Austria,2013,11.54
1526,"Intentional homicide",Males,"Per hundred thousand inhabitants",Denmark,2019,5.99
1527,"Intentional homicide",Males,"Per hundred thousand inhabitants",Malta,2019,10.72
1528,"Intentional homicide",Males,"Per hundred thousand inhabitants",Austria,2014,11.02
1529,"Intentional homicide",Males,"Per hundred thousand inhabitants",Denmark,2020,6.08
1530,"Intentional homicide",Males,"Per hundred thousand inhabitants",Malta,2020,10.91
1531,"Intentional homicide",Males,"Per hundred thousand inhabitants",Denmark,2021,6.27
1532,"Intentional homicide",Males,"Per hundred thousand inhabitants",Malta,2021,17.61
1533,"Intentional homicide",Males,"Per hundred thousand inhabitants",Spain,2011,13.18
1534,"Intentional homicide",Males,"Per hundred thousand inhabitants",Malta,2022,18.51
1535,"Intentional homicide",Males,"Per hundred thousand inhabitants",Austria,2015,10.73
1536,"Intentional homicide",Males,"Per hundred thousand inhabitants",Spain,2012,15.55
1537,"Intentional homicide",Males,"Per hundred thousand inhabitants",Denmark,2022,5.34
1538,"Intentional homicide",Males,"Per hundred thousand inhabitants",Denmark,2023,5.22
1539,"Intentional homicide",Males,"Per hundred thousand inhabitants",Spain,2013,15.89
1540,"Intentional homicide",Males,"Per hundred thousand inhabitants",Estonia,2010,79.74
1541,"Intentional homicide",Males,"Per hundred thousand inhabitants",Austria,2016,11.28
1542,"Intentional homicide",Males,"Per hundred thousand inhabitants",Austria,2017,10.64
1543,"Intentional homicide",Males,"Per hundred thousand inhabitants",Spain,2014,15.52
1544,"Intentional homicide",Males,"Per hundred thousand inhabitants",Spain,2015,15.97
1545,"Intentional homicide",Males,"Per hundred thousand inhabitants",Estonia,2011,81.49
1546,"Intentional homicide",Males,"Per hundred thousand inhabitants",Estonia,2013,78.55
1547,"Intentional homicide",Males,"Per hundred thousand inhabitants",Spain,2016,15.80
1548,"Intentional homicide",Males,"Per hundred thousand inhabitants",Estonia,2015,66.21
1549,"Intentional homicide",Males,"Per hundred thousand inhabitants",Romania,2017,55.53
1550,"Intentional homicide",Males,"Per hundred thousand inhabitants",Romania,2018,50.55
1551,"Intentional homicide",Males,"Per hundred thousand inhabitants",Estonia,2016,60.64
1552,"Intentional homicide",Males,"Per hundred thousand inhabitants",Romania,2019,48.67
1553,"Intentional homicide",Males,"Per hundred thousand inhabitants",Estonia,2017,55.22
1554,"Intentional homicide",Males,"Per hundred thousand inhabitants",Romania,2020,50.36
1555,"Intentional homicide",Males,"Per hundred thousand inhabitants",Estonia,2018,50.56
1556,"Intentional homicide",Males,"Per hundred thousand inhabitants",Romania,2021,55.28
1557,"Intentional homicide",Males,"Per hundred thousand inhabitants",Romania,2022,52.74
1558,"Intentional homicide",Males,"Per hundred thousand inhabitants",Romania,2023,52.28
1559,"Intentional homicide",Males,"Per hundred thousand inhabitants",Serbia,2013,17.24
1560,"Intentional homicide",Males,"Per hundred thousand inhabitants",Estonia,2019,46.35
1561,"Intentional homicide",Males,"Per hundred thousand inhabitants",Serbia,2014,20.75
1562,"Intentional homicide",Males,"Per hundred thousand inhabitants",Estonia,2020,43.54
1563,"Intentional homicide",Males,"Per hundred thousand inhabitants",Serbia,2015,21.74
1564,"Intentional homicide",Males,"Per hundred thousand inhabitants",Estonia,2021,42.16
1565,"Intentional homicide",Males,"Per hundred thousand inhabitants",Serbia,2016,19.82
1566,"Intentional homicide",Males,"Per hundred thousand inhabitants",Serbia,2017,20.41
1567,"Intentional homicide",Males,"Per hundred thousand inhabitants",Serbia,2018,21.67
1568,"Intentional homicide",Males,"Per hundred thousand inhabitants",Estonia,2022,39.15
1569,"Intentional homicide",Males,"Per hundred thousand inhabitants",Serbia,2019,20.31
1570,"Intentional homicide",Males,"Per hundred thousand inhabitants",Estonia,2023,33.83
1571,"Intentional homicide",Males,"Per hundred thousand inhabitants",Serbia,2020,20.86
1572,"Intentional homicide",Males,"Per hundred thousand inhabitants",Greece,2008,13.07
1573,"Intentional homicide",Males,"Per hundred thousand inhabitants",Serbia,2021,21.16
1574,"Intentional homicide",Males,"Per hundred thousand inhabitants",Serbia,2022,23.64
1575,"Intentional homicide",Males,"Per hundred thousand inhabitants",Serbia,2023,25.39
1576,"Intentional homicide",Males,"Per hundred thousand inhabitants",Greece,2009,10.39
1577,"Intentional homicide",Males,"Per hundred thousand inhabitants",Sweden,2008,8.94
1578,"Intentional homicide",Males,"Per hundred thousand inhabitants",Greece,2010,11.88
1579,"Intentional homicide",Males,"Per hundred thousand inhabitants",Sweden,2009,9.17
1580,"Intentional homicide",Males,"Per hundred thousand inhabitants",Greece,2011,12.47
1581,"Intentional homicide",Males,"Per hundred thousand inhabitants",Sweden,2010,9.53
1582,"Intentional homicide",Males,"Per hundred thousand inhabitants",Sweden,2011,9.13
1583,"Intentional homicide",Males,"Per hundred thousand inhabitants",Sweden,2012,9.25
1584,"Intentional homicide",Males,"Per hundred thousand inhabitants",Sweden,2013,11.23
1585,"Intentional homicide",Males,"Per hundred thousand inhabitants",Greece,2012,14.88
1586,"Intentional homicide",Males,"Per hundred thousand inhabitants",Sweden,2014,10.90
1587,"Intentional homicide",Males,"Per hundred thousand inhabitants",Greece,2013,14.26
1588,"Intentional homicide",Males,"Per hundred thousand inhabitants",Spain,2017,15.32
1589,"Intentional homicide",Males,"Per hundred thousand inhabitants",Spain,2018,15.98
1590,"Intentional homicide",Males,"Per hundred thousand inhabitants",Spain,2019,14.24
1591,"Intentional homicide",Males,"Per hundred thousand inhabitants",Spain,2020,13.88
1592,"Intentional homicide",Males,"Per hundred thousand inhabitants",Sweden,2015,11.12
1593,"Intentional homicide",Males,"Per hundred thousand inhabitants",Sweden,2016,11.19
1594,"Intentional homicide",Males,"Per hundred thousand inhabitants",Spain,2021,13.60
1596,"Intentional homicide",Males,"Per hundred thousand inhabitants",Sweden,2017,11.99
1597,"Intentional homicide",Males,"Per hundred thousand inhabitants",Spain,2022,13.90
1599,"Intentional homicide",Males,"Per hundred thousand inhabitants",Sweden,2018,12.10
1600,"Intentional homicide",Males,"Per hundred thousand inhabitants",Spain,2023,12.72
1602,"Intentional homicide",Males,"Per hundred thousand inhabitants",Sweden,2019,12.39
1603,"Intentional homicide",Males,"Per hundred thousand inhabitants",Finland,2008,20.10
1604,"Intentional homicide",Males,"Per hundred thousand inhabitants",Sweden,2020,13.40
1606,"Intentional homicide",Males,"Per hundred thousand inhabitants",Malta,2023,18.61
1607,"Intentional homicide",Males,"Per hundred thousand inhabitants",Finland,2009,20.64
1608,"Intentional homicide",Males,"Per hundred thousand inhabitants",Sweden,2021,14.53
1610,"Intentional homicide",Males,"Per hundred thousand inhabitants",Finland,2010,20.61
1611,"Intentional homicide",Males,"Per hundred thousand inhabitants",Sweden,2022,16.20
1612,"Intentional homicide",Males,"Per hundred thousand inhabitants",Finland,2011,20.77
1613,"Intentional homicide",Males,"Per hundred thousand inhabitants",Sweden,2023,17.23
1614,"Intentional homicide",Males,"Per hundred thousand inhabitants",Norway,2008,5.38
1615,"Intentional homicide",Males,"Per hundred thousand inhabitants",Finland,2012,20.43
1617,"Intentional homicide",Males,"Per hundred thousand inhabitants",Finland,2013,20.89
1619,"Intentional homicide",Males,"Per hundred thousand inhabitants",Finland,2014,20.44
1620,"Intentional homicide",Males,"Per hundred thousand inhabitants",Norway,2009,5.05
1622,"Intentional homicide",Males,"Per hundred thousand inhabitants",Finland,2015,20.21
1624,"Intentional homicide",Males,"Per hundred thousand inhabitants",Norway,2010,5.03
1625,"Intentional homicide",Males,"Per hundred thousand inhabitants",Finland,2016,17.62
1627,"Intentional homicide",Males,"Per hundred thousand inhabitants",Norway,2011,5.12
1628,"Intentional homicide",Males,"Per hundred thousand inhabitants",Finland,2017,16.85
1629,"Intentional homicide",Males,"Per hundred thousand inhabitants",Norway,2012,5.24
1630,"Intentional homicide",Males,"Per hundred thousand inhabitants",Finland,2018,15.96
1631,"Intentional homicide",Males,"Per hundred thousand inhabitants",Norway,2013,4.93
1632,"Intentional homicide",Males,"Per hundred thousand inhabitants",Finland,2019,15.75
1633,"Intentional homicide",Males,"Per hundred thousand inhabitants",Norway,2014,4.83
1634,"Intentional homicide",Males,"Per hundred thousand inhabitants",Finland,2020,15.83
1636,"Intentional homicide",Males,"Per hundred thousand inhabitants",Finland,2021,16.13
1638,"Intentional homicide",Males,"Per hundred thousand inhabitants",Finland,2022,15.49
1640,"Intentional homicide",Males,"Per hundred thousand inhabitants",Finland,2023,9.99
1642,"Intentional homicide",Males,"Per hundred thousand inhabitants",France,2008,10.66
1643,"Intentional homicide",Males,"Per hundred thousand inhabitants",Norway,2015,5.04
1645,"Intentional homicide",Males,"Per hundred thousand inhabitants",France,2009,10.37
1646,"Intentional homicide",Males,"Per hundred thousand inhabitants",Norway,2016,4.88
1648,"Intentional homicide",Males,"Per hundred thousand inhabitants",France,2010,10.09
1650,"Intentional homicide",Males,"Per hundred thousand inhabitants",Norway,2017,4.91
1651,"Intentional homicide",Males,"Per hundred thousand inhabitants",France,2011,10.02
1653,"Intentional homicide",Males,"Per hundred thousand inhabitants",Norway,2018,5.55
1654,"Intentional homicide",Males,"Per hundred thousand inhabitants",France,2012,10.02
1656,"Intentional homicide",Males,"Per hundred thousand inhabitants",Norway,2019,5.51
1657,"Intentional homicide",Males,"Per hundred thousand inhabitants",Slovenia,2016,6.94
1659,"Intentional homicide",Males,"Per hundred thousand inhabitants",France,2013,11.85
1660,"Intentional homicide",Males,"Per hundred thousand inhabitants",Slovenia,2017,8.10
1662,"Intentional homicide",Males,"Per hundred thousand inhabitants",France,2014,11.21
1663,"Intentional homicide",Males,"Per hundred thousand inhabitants",Slovenia,2018,7.30
1664,"Intentional homicide",Males,"Per hundred thousand inhabitants",France,2015,8.97
1666,"Intentional homicide",Males,"Per hundred thousand inhabitants",Slovenia,2019,9.34
1667,"Intentional homicide",Males,"Per hundred thousand inhabitants",France,2016,14.35
1669,"Intentional homicide",Males,"Per hundred thousand inhabitants",Slovenia,2020,9.13
1670,"Intentional homicide",Males,"Per hundred thousand inhabitants",France,2017,20.52
1672,"Intentional homicide",Males,"Per hundred thousand inhabitants",France,2018,21.77
1674,"Intentional homicide",Males,"Per hundred thousand inhabitants",France,2019,22.29
1676,"Intentional homicide",Males,"Per hundred thousand inhabitants",France,2020,13.26
1678,"Intentional homicide",Males,"Per hundred thousand inhabitants",France,2021,13.53
1680,"Intentional homicide",Males,"Per hundred thousand inhabitants",France,2023,14.76
1682,"Intentional homicide",Males,"Per hundred thousand inhabitants",Croatia,2008,20.51
1684,"Intentional homicide",Males,"Per hundred thousand inhabitants",Croatia,2009,20.66
1686,"Intentional homicide",Males,"Per hundred thousand inhabitants",Croatia,2010,19.81
1688,"Intentional homicide",Males,"Per hundred thousand inhabitants",Croatia,2012,18.47
1690,"Intentional homicide",Males,"Per hundred thousand inhabitants",Croatia,2013,18.77
1693,"Intentional homicide",Males,"Per hundred thousand inhabitants",Croatia,2014,18.29
1694,"Intentional homicide",Males,"Per hundred thousand inhabitants",Slovenia,2021,8.11
1695,"Intentional homicide",Males,"Per hundred thousand inhabitants",Croatia,2015,15.84
1696,"Intentional homicide",Males,"Per hundred thousand inhabitants",Slovenia,2022,8.79
1697,"Intentional homicide",Males,"Per hundred thousand inhabitants",Croatia,2018,15.64
1698,"Intentional homicide",Males,"Per hundred thousand inhabitants",Slovenia,2023,9.97
1699,"Intentional homicide",Males,"Per hundred thousand inhabitants",Slovakia,2014,17.58
1700,"Intentional homicide",Males,"Per hundred thousand inhabitants",Norway,2020,5.28
1701,"Intentional homicide",Males,"Per hundred thousand inhabitants",Slovakia,2015,17.52
1702,"Intentional homicide",Males,"Per hundred thousand inhabitants",Slovakia,2016,17.46
1703,"Intentional homicide",Males,"Per hundred thousand inhabitants",Croatia,2019,14.65
1704,"Intentional homicide",Males,"Per hundred thousand inhabitants",Slovakia,2017,13.16
1705,"Intentional homicide",Males,"Per hundred thousand inhabitants",Croatia,2020,13.85
1706,"Intentional homicide",Males,"Per hundred thousand inhabitants",Slovakia,2018,13.74
1707,"Intentional homicide",Males,"Per hundred thousand inhabitants",Croatia,2021,14.86
1708,"Intentional homicide",Males,"Per hundred thousand inhabitants",Norway,2021,5.52
